Incumbent,Name,Office,Party,Percent,Won,Year,CF_ID,Self,Ind_DE,PAC,National_Sub_Committees,sub_100,Candidate_Committee,Individual,Contrib_Total,Candidate Expenses,Contributions,Field Expenses,Fund Raiser,Mail,Media,Printing and Campaign Materials,Rent and Other Office expenses,Salaries and Other compensation,smol,Expend_Total
0,JESSE MCVAY,RECORDER OF DEEDS (K),O,5,0,2010,1002243,0,0,0,0,100,0,0,100,0,0,0,800,0,12347.63,281.18,0,0,0,13428.81
0,JESSE MCVAY,RECORDER OF DEEDS (K),O,5,0,2010,1002243,0,0,0,0,100,0,0,100,0,0,0,800,0,12347.63,281.18,0,0,0,13428.81
0,HAROLD J. PETERMAN,STATE REPRESENTATIVE DISTRICT 33,R,52.2,1,2010,1000093,0,9450,9200,0,0,1500,0,20150,830,0,315.04,1485,736.12,32363.04,0,0,0,0,35729.2
1,ROBERT E. WALLS,STATE REPRESENTATIVE DISTRICT 33,D,47.8,0,2010,1001277,0,5025,6350,0,450,0,200,12025,0,600,4598.52,5858.3,1413.5,32993.76,0,0,0,0,45464.08
1,DONALD A. BLAKEY,STATE REPRESENTATIVE DISTRICT 34,R,61.7,1,2010,1000094,0,1750,2950,0,300,600,600,6200,0,100,0,998.42,1789.5,5342.12,0,0,0,0,8230.04
0,JILL FUCHS,STATE REPRESENTATIVE DISTRICT 34,D,29.4,0,2010,1002308,0,1500,550,0,0,0,150,2200,0,0,0,834,118.8,150,2603.48,0,0,0,3706.28
0,MICHAEL S. TEDESCO,STATE REPRESENTATIVE DISTRICT 34,O,5.7,0,2010,1003716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JONATHAN M. MARANGO,STATE REPRESENTATIVE DISTRICT 34,O,3.2,0,2010,1002345,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,130
1,DAVID L. WILSON,STATE REPRESENTATIVE DISTRICT 35,R,70.3,1,2010,1001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID L. WILSON,STATE REPRESENTATIVE DISTRICT 35,R,70.3,1,2010,1001873,0,4929.75,3650,0,736,600,400,10315.75,834,0,0,4305,1451.7,15878.33,0,16,0,0,22485.03
0,JAMES J. WESTHOFF,STATE REPRESENTATIVE DISTRICT 35,D,29.7,0,2010,1002244,0,0,1950,0,0,1200,0,3150,866.24,0,0,410,0,136.8,2543,834,0,0,4790.04
0,HARVEY R. KENTON,STATE REPRESENTATIVE DISTRICT 36,R,54.3,1,2010,1002144,0,3700,4100,0,325,1100,600,9825,0,0,1200.26,6377.33,675.01,15270.38,8490.82,537.04,0,0,32550.84
0,C. RUSSELL MCCABE,STATE REPRESENTATIVE DISTRICT 36,D,45.7,0,2010,1002189,0,3600,5900,0,3295.1,900,0,13695.1,0,1184,5873.96,807.99,523.72,3970.29,1278.47,700,0,66.02,14404.45
0,RUTH BRIGGS KING,STATE REPRESENTATIVE DISTRICT 37,R,61.8,1,2010,1002091,0,4208.33,7925.49,0,3980,0,1200,17313.82,0,0,1443.86,5426.02,4417.09,11251.89,1813.45,171,0,0,24523.31
0,FRANK E. SHADE,STATE REPRESENTATIVE DISTRICT 37,D,38.2,0,2010,1002107,0,0,6649.93,0,400,600,0,7649.93,0,2808.43,485.83,556.86,0,5392.91,1830,0,0,0,11074.03
1,GERALD W. HOCKER,STATE REPRESENTATIVE DISTRICT 38,R,100,1,2010,1000408,0,4110,3800,0,0,0,500,8410,0,750,4280.87,2042.99,6114.46,3799.55,515,0,0,0,17502.87
1,DANIEL B. SHORT,STATE REPRESENTATIVE DISTRICT 39,R,100,1,2010,1001340,0,2300,3150,0,800,0,1700,7950,0,3600,0,3517.03,1123,8929.55,831.9,0,0,0,18001.48
1,CLIFFORD G. LEE,STATE REPRESENTATIVE DISTRICT 40,R,100,1,2010,1000065,0,350,2900,0,400,9246.78,0,12896.78,0,2400,410,8613.12,2488,14697.5,1643.27,0,0,0,30251.89
1,JOHN C. ATKINS,STATE REPRESENTATIVE DISTRICT 41,D,55.3,1,2010,1000316,0,13311,7480.05,0,3214.55,1000,250,25255.6,0,0,850,344.88,5200,6829.75,5626.71,0,0,0,18851.34
0,GREGORY A. HASTINGS,STATE REPRESENTATIVE DISTRICT 41,R,44.7,0,2010,1001210,0,2700,1100,0,0,2250,0,6050,834,0,0,768.43,264,7460.98,8500,0,0,0,17827.41
1,JOSEPH M. REDA,COUNTY COUNCIL DISTRICT 1 (N),D,68.3,1,2010,1001317,0,5150,2400,0,1600,0,600,9750,1633,0,182.98,2195.4,1110.4,2671,0,0,0,0,7792.78
0,SCOT TRAVIS SAUER,COUNTY COUNCIL DISTRICT 1 (N),R,31.7,0,2010,1002331,0,0,0,0,100,300,0,400,0,0,0,864.98,0,1006.02,315,0,89,0,2275
1,ROBERT S. WEINER,COUNTY COUNCIL DISTRICT 2 (N),R,59.4,1,2010,1000069,0,11830,1800,0,750,0,200,14580,816,0,7421.83,1717.95,505.24,16535.21,9217.74,3458,599.02,0,40270.99
0,MICHAEL P. ANNONE,COUNTY COUNCIL DISTRICT 2 (N),D,40.6,0,2010,1002200,0,1200,4396,0,910,800,0,7306,0,1496.28,785,5178.83,3547.27,2546.21,962.55,200,0,0,14716.14
0,JANET KILPATRICK,COUNTY COUNCIL DISTRICT 3 (N),R,60.3,1,2010,1002250,0,4089,2900,0,0,6250,0,13239,0,0,204.93,816,1960.03,2311.86,8960.31,0,0,0,14253.13
0,RENEE TASCHNER,COUNTY COUNCIL DISTRICT 3 (N),D,39.7,0,2010,1002131,0,2350,7550,0,388,600,0,10888,1973.88,3416.01,121,250,0,6503,2713.5,0,0,0,14977.39
1,PENROSE HOLLINS,COUNTY COUNCIL DISTRICT 4 (N),D,100,1,2010,1003724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PENROSE HOLLINS,COUNTY COUNCIL DISTRICT 4 (N),D,100,1,2010,1002323,0,250,600,0,0,0,0,850,0,200,200,1725,176,3033,819,0,200,0,6353
0,ELISA C. DILLER,COUNTY COUNCIL DISTRICT 5 (N),D,100,1,2010,1001926,0,250,420,0,0,0,0,670,0,420,2023.84,410,110,2783.81,719.27,0,0,0,6466.92
1,WILLIAM E. POWERS JR.,COUNTY COUNCIL DISTRICT 6 (N),D,63.3,1,2010,1001220,0,4050,3000,0,200,1400,2000,10650,816,250,24,2271.79,4018.96,2811.42,4994.25,429.95,0,0,15616.37
0,ANDREA DALEY,COUNTY COUNCIL DISTRICT 6 (N),R,36.7,0,2010,1001771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANDREA DALEY,COUNTY COUNCIL DISTRICT 6 (N),R,36.7,0,2010,1002251,0,0,0,0,300,1250,0,1550,816,263,655.23,489,35.2,2471.32,885.25,0,0,0,5615
0,CIRO POPPITI III,REGISTER OF WILLS (N),D,63.5,1,2010,1003528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CIRO POPPITI III,REGISTER OF WILLS (N),D,63.5,1,2010,1002266,150,5630,2700,0,0,400,500,9380,3356,0,4400,1743.33,405.39,149,3023.9,153.75,14,0,13245.37
0,KATHLEEN A. SHERWIN,REGISTER OF WILLS (N),R,36.5,0,2010,1002357,0,0,1700,0,1898,0,0,3598,0,0,0,270.67,0,4029.43,0,0,0,0,4300.1
1,MICHAEL E. KOZIKOWSKI,RECORDER OF DEEDS (N),D,100,1,2010,1000292,0,1300,0,0,2050,0,0,3350,2100,650,195.42,820,0,490,715,0,0,0,4970.42
0,BETTY LOU MCKENNA,RECORDER OF DEEDS (K),D,49.2,0,2010,1002249,0,0,200,0,200,0,0,400,1146,642.48,1439.93,0,0,2271.65,0,0,195.72,0,5695.78
0,BETTY LOU MCKENNA,RECORDER OF DEEDS (K),D,49.2,0,2010,1003137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MICHAEL R. LINDQUIST,RECORDER OF DEEDS (K),R,45.8,0,2010,1002301,0,0,300,0,500,0,0,800,1000,0,350,0,0,1593,331.34,0,0,0,3274.34
0,JESSE MCVAY,RECORDER OF DEEDS (K),O,5,0,2010,1002673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,TRINIDAD NAVARRO,SHERIFF (N),D,68.8,1,2010,1002099,0,18450,4010,0,7435,930,4870,35695,3356,1025,560,12925.34,13059.88,9599.04,6578.89,0,100,0,47204.15
0,TRINIDAD NAVARRO,SHERIFF (N),D,68.8,1,2010,1003501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,WILLIAM HART,SHERIFF (N),R,26.6,0,2010,1002333,0,900,5400,0,625,0,1350,8275,3356,150,132,0,5.6,2972.33,2020,0,0,0,8635.93
0,JOSEPH O'LEARY,SHERIFF (N),O,4.6,0,2010,1002335,0,0,0,0,0,0,0,0,0,0,0,100,0,91.32,56.69,0,34.05,0,282.06
0,TERRY L. PEPPER,LEVY COURT AT LARGE (K),D,52.2,1,2010,1002289,5000,570,450,0,1200,600,0,7820,1146,0,0,850,0,9733.92,0,0,0,0,11729.92
0,RICHARD STROSSER,LEVY COURT AT LARGE (K),O,2.5,0,2010,1000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MARY PAT MCVAY,LEVY COURT AT LARGE (K),O,2,0,2010,1002321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BRADLEY S. EABY,2ND LEVY COURT DISTRICT (K),D,49.4,1,2010,1002271,0,1000,2860.98,0,200,0,0,4060.98,0,0,0,0,1680.64,2198.86,0,0,0,0,3879.5
0,STEPHEN R. SPEED,2ND LEVY COURT DISTRICT (K),R,48.8,0,2010,1002220,0,915,1275.6,0,0,0,0,2190.6,0,262.89,0,850,0,4511.88,0,0,0,0,5624.77
0,TIMOTHY WEBB,2ND LEVY COURT DISTRICT (K),O,1.8,0,2010,1002298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ERIC BUCKSON,4TH LEVY COURT DISTRICT (K),R,65.3,1,2010,1001219,0,0,393.12,0,100,0,0,493.12,0,0,404.5,0,44,2177.21,0,414.94,0,0,3040.65
0,DONALD W. CULVER,4TH LEVY COURT DISTRICT (K),D,34.7,0,2010,1002334,0,500,1550,0,300,0,0,2350,0,0,0,1146,0,4243.28,0,0,0,0,5389.28
0,GLEN M. HOWELL,6TH LEVY COURT DISTRICT (K),R,54.8,1,2010,1002290,0,500,200,0,0,300,0,1000,0,0,267.4,75,0,1787.2,827,0,0,0,2956.6
1,HAROLD K. BRODE,6TH LEVY COURT DISTRICT (K),D,45.2,0,2010,1001279,0,0,0,0,0,0,0,0,1146,0,270,1020,132,2257,244.96,0,0,0,5069.96
0,CYNTHIA GREEN,REGISTER OF WILLS (K),R,57.4,1,2010,1002235,0,3350,800,0,3095,950,0,8195,0,80,0,1141.66,0,6530.86,2121.4,350,0,0,10223.92
0,GREGORY FULLER SR.,REGISTER OF WILLS (K),D,42.6,0,2010,1001816,0,983.33,150,0,100,1200,0,2433.33,0,0,0,258.89,0,505.65,0,0,0,0,764.54
0,SCOTT M. DAILEY,RECORDER OF DEEDS (K),R,50.6,1,2010,1002319,0,500,0,0,50,0,200,750,0,0,0,0,0,2070.89,203,0,0,0,2273.89
0,JOHN F. BRADY,RECORDER OF DEEDS (K),D,49.4,0,2010,1000201,2000,4375,1550,0,300,1500,0,9725,0,0,400,195,0,5635.59,1508.27,0,550,0,8288.86
0,NORMAN WOOD,SHERIFF (K),D,52,1,2010,1002302,0,0,0,0,0,0,0,0,0,0,2009.55,1146,220,4061.16,0,0,0,0,7436.71
0,JAMES HIGDON JR.,SHERIFF (K),R,41.4,0,2010,1000099,0,3400,710,0,700,300,0,5110,0,300,0,0,0,7654.55,0,0,0,0,7954.55
0,CHRISTOPHER TALLMAN,SHERIFF (K),O,6.6,0,2010,1002350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,GEORGE B. COLE,COUNTY COUNCIL DISTRICT 4 (X),R,60.7,1,2010,1003152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RUSSELL K. MELRATH,COUNTY COUNCIL DISTRICT 4 (X),D,39.3,0,2010,1002354,0,830,1300,0,200,250,0,2580,0,0,0,0,1041.53,1330.11,1206.4,0,0,0,3578.04
1,VANCE C. PHILLIPS,COUNTY COUNCIL DISTRICT 5 (X),R,60.4,1,2010,1000116,7000,14500,1200,0,600,0,1200,24500,1722.88,200,250,90,4842.46,13201.3,2179.95,0,0,0,22486.59
0,DENNIS V. CORDREY,COUNTY COUNCIL DISTRICT 5 (X),D,39.6,0,2010,1002329,0,7278.58,4848,0,1550,0,0,13676.58,0,0,174.95,199.25,44,10790.04,884.66,0,1018,0,13110.9
0,JEFFREY S. CHRISTOPHER,SHERIFF (X),R,53.8,1,2010,1002355,0,561,965,0,50,0,0,1576,930,615,0,123.67,0,2270.99,0,0,104,483.34,4527
1,ERIC D. SWANSON,SHERIFF (X),D,46.2,0,2010,1001440,0,0,0,0,0,300,0,300,0,0,0,0,0,3060,0,0,0,0,3060
0,THOMAS H. KOVACH,REPRESENTATIVE IN CONGRESS,R,33.4,0,2012,1001880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,BERNARD AUGUST,REPRESENTATIVE IN CONGRESS,O,1.1,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SCOTT GESTY,REPRESENTATIVE IN CONGRESS,O,1.1,0,2012,1004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JACK A. MARKELL,GOVERNOR,D,69.3,1,2012,1001573,60000,1450,9689.85,0,0,0,3100,74239.85,0,244549,436827.86,4149.28,3998.61,79903.71,0,190031.79,274935.1,0,1234395.35
0,JEFFREY E. CRAGG,GOVERNOR,R,28.6,0,2012,1002584,0,0,7540,0,0,0,0,7540,0,0,22346.86,4275.88,225,20013.62,8692.9,1622.79,5387.17,0,62564.22
0,MARK JOSEPH PERRI,GOVERNOR,O,1.1,0,2012,1002821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JESSE MCVAY,GOVERNOR,O,1,0,2012,1002243,0,1600,500,0,0,0,1700,3800,0,300,30,69.97,45,3948.59,0,0,0,0,4393.56
0,JESSE MCVAY,GOVERNOR,O,1,0,2012,1002673,0,0,0,0,0,0,0,0,0,0,0,0,0,281.78,0,0,0,0,281.78
1,MATTHEW DENN,LIEUTENANT GOVERNOR,D,61.6,1,2012,1000324,0,32550,3500,0,0,0,2900,38950,0,6763.31,66959.18,5383.17,6152.58,36072.47,13783.68,6681.38,26275.27,0,168071.04
1,MATTHEW DENN,LIEUTENANT GOVERNOR,D,61.6,1,2012,1003197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHERYL ANNE VALENZUELA,LIEUTENANT GOVERNOR,R,37.1,0,2012,1002585,166100,4800,400,0,890.28,0,1400,173590.28,0,0,23598.76,6229.86,398,41456.05,2247.61,2522.59,3253.47,0,79706.34
0,MARGARET MCKEOWN,LIEUTENANT GOVERNOR,O,1.3,0,2012,1002760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,KAREN WELDIN STEWART,INSURANCE COMMISSIONER,D,61.1,1,2012,1000194,0,13749.72,6200.28,0,1760,300,66900,88910,100,4213.73,12807.5,2338.22,2028.24,70495.75,20319.8,810,10810.59,459.19,124383.02
0,BENJAMIN MOBLEY,INSURANCE COMMISSIONER,R,36.8,0,2012,1002606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,DAVID EISENHOUR,INSURANCE COMMISSIONER,O,2.1,0,2012,1002761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HARRIS B. MCDOWELL III,STATE SENATOR DISTRICT 1,D,85.3,1,2012,1000009,0,1650,5300,0,2490,500,0,9940,1744,0,970,1002.69,1061.86,27556.35,1207,600,0,0,34141.9
0,ROBERT CLARK,STATE SENATOR DISTRICT 1,O,11.6,0,2012,1002799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737.39,0,0,0,1737.39
0,BRIAN LINTZ,STATE SENATOR DISTRICT 1,O,3.1,0,2012,1002788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MARGARET ROSE HENRY,STATE SENATOR DISTRICT 2,D,100,1,2012,1000010,0,1050,5200,0,2850,0,0,9100,1022,2550,5785.16,4800.43,10924.47,3850,2149,300,0,284.99,31666.05
1,ROBERT I. MARSHALL,STATE SENATOR DISTRICT 3,D,100,1,2012,1000011,19100,4725,6850,0,1075,0,1100,32850,1994,65,0,1924.25,12643.01,6486.25,17740.64,275,0,0,41128.15
0,GREGORY F. LAVELLE,STATE SENATOR DISTRICT 4,R,50.8,1,2012,1000754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GREGORY F. LAVELLE,STATE SENATOR DISTRICT 4,R,50.8,1,2012,1000196,50000,36075,14100,0,1425,0,3200,104800,0,500,23589.77,1714.24,19539.48,68814.43,10030.55,1583.93,1300,199.42,127271.82
1,MICHAEL S. KATZ,STATE SENATOR DISTRICT 4,D,47.5,0,2012,1001807,0,0,0,0,0,0,0,0,2175.61,0,9550,1214.46,0,103148,0,0,1544.87,0,117632.94
0,MARCIA DAVINCI GROFF,STATE SENATOR DISTRICT 4,O,1.7,0,2012,1002787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CATHERINE CLOUTIER,STATE SENATOR DISTRICT 5,R,56.2,1,2012,1000123,0,1250,1950,0,200,0,0,3400,0,0,0,550,13219.66,5642.19,10507.3,2536.61,0,0,32455.76
0,CHRISTOPHER R. COUNIHAN,STATE SENATOR DISTRICT 5,D,43.8,0,2012,1002138,0,0,0,0,0,0,0,0,1744,2064.46,0,520.75,1606.25,5753.9,3567,0,0,0,15256.36
0,ERNESTO B. LOPEZ,STATE SENATOR DISTRICT 6,R,56.1,1,2012,1002575,0,65415,9212.5,0,10710,550,4125,90012.5,218,3251.47,7085.79,7411.45,4646.7,49623.27,9047.04,2124.5,0,1890.71,85298.93
0,ANDREW W. STATON,STATE SENATOR DISTRICT 6,D,42.7,0,2012,1002545,0,34570,2912.39,0,5335,1200,16590,60607.39,0,3412.39,15033.43,285.08,769,30821.79,1633.1,107,30061,0,82122.79
0,GWENDOLYN M. JONES,STATE SENATOR DISTRICT 6,O,1.2,0,2012,1002078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PATRICIA M. BLEVINS,STATE SENATOR DISTRICT 7,D,92.4,1,2012,1000014,0,300,6000,0,800,0,0,7100,0,10094,250,2000.5,2418.59,4602.49,2796.2,0,0,0,22161.78
0,JAMES CHRISTINA,STATE SENATOR DISTRICT 7,O,7.6,0,2012,1000757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID P. SOKOLA,STATE SENATOR DISTRICT 8,D,60.7,1,2012,1000015,0,600,2900,0,500,0,0,4000,1744,1861.44,1189.43,750,0,4899.77,986,312.5,0,0,11743.14
0,WILLIAM STRITZINGER,STATE SENATOR DISTRICT 8,R,39.3,0,2012,1002765,0,0,0,0,0,0,0,0,0,0,0,1744,0,888,3980.06,0,0,0,6612.06
1,KAREN E. PETERSON,STATE SENATOR DISTRICT 9,D,100,1,2012,1000282,0,0,400,0,0,0,0,400,1744,8900,1050,1750,775.1,3485,1664.92,0,0,1521.08,20890.1
1,BETHANY HALL-LONG,STATE SENATOR DISTRICT 10,D,100,1,2012,1003536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BETHANY HALL-LONG,STATE SENATOR DISTRICT 10,D,100,1,2012,1000183,0,9825,7650,0,3575,3050,150,24250,872,2150,1190,11080.85,3946.9,9341.86,3859.24,250,0,614.75,33305.6
0,BRYAN TOWNSEND,STATE SENATOR DISTRICT 11,D,78.4,1,2012,1002581,0,50996,16800,0,1592,3600,6750,79738,1744,500,6570.2,3180.85,12310.27,23778.01,22603.62,1411.41,5832.5,1472.03,79402.89
0,EVAN QUEITSCH,STATE SENATOR DISTRICT 11,R,21.6,0,2012,1002567,0,0,0,0,0,0,0,0,872,0,382.39,652.79,0,883.25,891.62,0,0,0,3682.05
0,NICOLE POORE,STATE SENATOR DISTRICT 12,D,60.3,1,2012,1002709,0,1225,300,0,1900,0,0,3425,2800,1848,1063.97,6128.05,382.5,8796.55,3879.7,1139.99,0,0,26038.76
1,DORINDA CONNOR,STATE SENATOR DISTRICT 12,R,38.3,0,2012,1000019,0,0,0,0,0,0,0,0,1744,337,0,571.97,1115.89,500,4386,1934,450,12.15,11051.01
0,BRAD THOMAS,STATE SENATOR DISTRICT 12,O,1.4,0,2012,1002744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID B. MCBRIDE,STATE SENATOR DISTRICT 13,D,100,1,2012,1000020,0,0,2950,0,300,0,0,3250,0,5348,734.22,3312.55,2304,6064.96,1715.89,5634.85,0,1091.31,26205.78
1,BRUCE C. ENNIS,STATE SENATOR DISTRICT 14,D,61.1,1,2012,1001605,0,3335,4760,0,2360,0,0,10455,5306.61,1715,0,7285.8,4613.13,11113.61,2700,250,1555.81,325,34864.96
0,SCOTT UNRUH,STATE SENATOR DISTRICT 14,R,38.9,0,2012,1002712,0,0,0,0,0,0,0,0,0,2600,3701.04,3130.66,6788.38,33374.92,0,244.36,0,0,49839.36
1,DAVE LAWSON,STATE SENATOR DISTRICT 15,R,50.6,1,2012,1002283,0,1800,200,0,1800,0,250,4050,0,900,1789.46,1701.74,0,1041,5535.64,970.96,70,0,12008.8
0,KATHLEEN COOKE,STATE SENATOR DISTRICT 15,D,47.7,0,2012,1002817,0,0,0,0,0,0,0,0,0,150,0,175,0,3718.12,0.42,250,0,0,4293.54
0,CATHERINE R. SAMARDZA,STATE SENATOR DISTRICT 15,O,1.7,0,2012,1002783,0,0,0,0,0,0,0,0,0,0,0,0,135,120.17,0,0,0,0,255.17
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,79.9,1,2012,1003502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,79.9,1,2012,1000023,0,975,5025,0,0,0,0,6000,0,0,0,695.35,8398.5,2396.45,1980.5,0,0,599.21,14070.01
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,79.9,1,2012,1002090,0,0,0,0,0,0,0,0,0,0,0,0,1840,0,0,0,0,475,2315
0,MICHAEL TEDESCO,STATE SENATOR DISTRICT 16,O,20.1,0,2012,1002314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.96,0,504,0,1072.96
1,BRIAN J. BUSHWELLER,STATE SENATOR DISTRICT 17,D,100,1,2012,1000334,0,16050,13800,0,8385,3000,1350,42585,872,4947.76,3834.4,1200,1264.25,5373.74,3746.44,80,0,0,21318.59
1,F. GARY SIMPSON,STATE SENATOR DISTRICT 18,R,100,1,2012,1000127,350,1200,3400,0,8.6,0,300,5258.6,0,6580,400,1215,6675.38,3080.5,1175,0,0,0,19125.88
0,ERIC R. BODENWEISER,STATE SENATOR DISTRICT 19,R,59.8,1,2012,1002282,0,1250,22706.69,0,120,0,1200,25276.69,436,0,450,870,9538.54,18816.55,6682.71,372.2,0,0,37166
0,JANE E. HOVINGTON,STATE SENATOR DISTRICT 19,D,40.2,0,2012,1000753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GERALD W. HOCKER,STATE SENATOR DISTRICT 20,R,68,1,2012,1000408,0,150,5924,0,1790,600,0,8464,0,0,0,882.25,1280,10708.74,3352.5,33,0,100,16356.49
0,RICHARD W. EAKLE,STATE SENATOR DISTRICT 20,D,32,0,2012,1002814,0,0,0,0,0,0,0,0,0,250,0,0,0,3990.34,827.24,0,0,55.69,5123.27
1,ROBERT L. VENABLES SR.,STATE SENATOR DISTRICT 21,D,55.9,1,2012,1000028,3000,8800,2800,0,200,0,0,14800,872,600,1200,150,92.46,3058,557.23,0,510,325,7364.69
0,BRYANT L. RICHARDSON,STATE SENATOR DISTRICT 21,R,43,0,2012,1002741,0,0,0,0,0,0,0,0,0,1050,176.9,596.66,18.75,6739,93.89,0,0,0,8675.2
0,JOHN F. POTTER,STATE SENATOR DISTRICT 21,O,1.1,0,2012,1003198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHARLES POTTER JR.,STATE REPRESENTATIVE DISTRICT 1,D,100,1,2012,1002568,10713.78,9270,2200,0,5575,150,300,28208.78,872,425,4467.77,3591,5963.18,6881.7,4676.66,800,300,4455.55,32432.86
1,STEPHANIE T. BOLDEN,STATE REPRESENTATIVE DISTRICT 2,D,100,1,2012,1000078,0,3600,7440,0,0,0,0,11040,872,100,1009,1860.78,670,13095.56,3709.14,742.32,1632,124,23814.8
1,HELENE M. KEELEY,STATE REPRESENTATIVE DISTRICT 3,D,100,1,2012,1000033,0,2400,5500,0,7300,0,550,15750,872,2025,665,8535,2579,6182.12,1985,275,0,744.36,23862.48
1,GERALD L. BRADY,STATE REPRESENTATIVE DISTRICT 4,D,100,1,2012,1001020,700,1550,650,0,0,0,0,2900,1882,1350,899.95,5853.72,2827.41,7485.33,3518.4,147.52,1132.64,2667.81,27764.78
1,MELANIE GEORGE SMITH,STATE REPRESENTATIVE DISTRICT 5,D,100,1,2012,1000293,0,0,1600,0,0,0,250,1850,0,150,356,628,6520.76,7245.76,2657.94,1946.25,0,333,19837.71
1,DEBRA HEFFERNAN,STATE REPRESENTATIVE DISTRICT 6,D,62.4,1,2012,1002175,0,2400,8275,0,3250,350,1225,15500,0,393,0,2057.58,2613.5,4414.91,941,150,0,0,10569.99
0,ERIC TAYLOR,STATE REPRESENTATIVE DISTRICT 6,R,37.6,0,2012,1002716,500,0,0,0,0,0,0,500,0,0,200,2824.15,906.2,445.55,3874.26,0,0,35.87,8286.03
1,BRYON H. SHORT,STATE REPRESENTATIVE DISTRICT 7,D,68.2,1,2012,1001546,0,725,9101.06,0,5491.99,0,550,15868.05,1440.19,3175,3753.94,4901.91,5957.76,5031.98,1524.26,3465.26,99.9,0,29350.2
0,DANIEL E. LEPRE,STATE REPRESENTATIVE DISTRICT 7,R,30,0,2012,1002819,0,0,0,0,0,0,0,0,0,225,0,40,0,0,1408.2,0,0,0,1673.2
0,C. ROBERT WILSON,STATE REPRESENTATIVE DISTRICT 7,O,1.8,0,2012,1002789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,S. QUINTON JOHNSON,STATE REPRESENTATIVE DISTRICT 8,D,69.2,1,2012,1001763,0,2300,2450,0,5053.7,0,1600,11403.7,0,0,517.5,2228.16,2765.41,3195,0,665,0,0,9371.07
0,MATTHEW A. BROWN,STATE REPRESENTATIVE DISTRICT 8,R,30.8,0,2012,1003176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REBECCA WALKER,STATE REPRESENTATIVE DISTRICT 9,D,100,1,2012,1001468,0,2000,5200,0,3650,150,0,11000,872,975,0,1047.95,1569.68,3320.8,5184,0,0,0,12969.43
1,DENNIS E. WILLIAMS,STATE REPRESENTATIVE DISTRICT 10,D,52.1,1,2012,1001776,30000,17250,28100,0,1300,1400,6350,84400,1744,485,3646.42,4580.11,3399,3458.26,9200.48,9058.48,0,3922.88,39494.63
